full_name;name;last_name;current_club;nationality;goals_overall;assists_overall
Ronald dos Santos Lopes;Ronald;dos Santos Lopes;Cuiaba;Brazil;1;0
Roni;Roni;;Corinthians;Brazil;0;0
Ronielson Da Silva Barbosa;Ronielson;Da Silva Barbosa;Palmeiras;Brazil;4;0
Rosicley Pereira da Silva;Rosicley;Pereira da Silva;Vasco da Gama;Brazil;0;0
Ruan de Oliveira Ferreira;Ruan;de Oliveira Ferreira;Corinthians;Brazil;1;1
Ruan Lucas de Assis;Ruan;Lucas de Assis;Coritiba;Brazil;0;1
Rubens;Rubens;;Atletico Mineiro;Brazil;0;0
Rwan Philipe Rodrigues de Souza Cruz;Rwan;Philipe Rodrigues de Souza Cruz;Vasco da Gama;Brazil;0;0
Ryan Carlos Santos de Sousa;Ryan;Carlos Santos de Sousa;Bahia;Brazil;0;1
Ryan Gustavo de Lima;Ryan;Gustavo de Lima;Corinthians;Brazil;0;0
Sammuel Queiroz de Freitas;Sammuel;Queiroz de Freitas;Fortaleza;Brazil;0;0
Samuel Xavier Brito;Samuel;Xavier Brito;Fluminense;Brazil;1;2
Sander Henrique Bortolotto;Sander;Henrique Bortolotto;Goias;Brazil;0;3
Sandry Roberto Santos Goes;Sandry;Roberto Santos Goes;Santos;Brazil;0;0
SebastiAn Ferreira;SebastiAn;Ferreira;Vasco da Gama;Paraguay;0;0
SebastiAn Gomez;SebastiAn;Gomez;Coritiba;Colombia;0;0
Sergio Antonio Da Luiz Junior;Sergio;Antonio Da Luiz Junior;Vasco da Gama;Brazil;1;0
Sergio Rochet Aelvarez;Sergio;Rochet Aelvarez;Internacional;Uruguay;0;0
Severino do Ramo Clementino da Silva;Severino;do Ramo Clementino da Silva;America Mineiro;Brazil;0;0
Sidimar Fernando Cigolini;Sidimar;Fernando Cigolini;Goias;Brazil;1;0
Silvio Ezequiel Romero;Silvio;Ezequiel Romero;Fortaleza;Argentina;1;1
Stinio Zanetti Toledo;Stinio;Zanetti Toledo;Cruzeiro;Brazil;0;0
Tadeu Antonio Ferreira;Tadeu;Antonio Ferreira;Goias;Brazil;0;0
Talisson de Almeida;Talisson;de Almeida;Bragantino;Brazil;1;0
Talles Macedo Toledo Costa;Talles;Macedo Toledo Costa;Sao Paulo;Brazil;0;0
Thaciano Mickael da Silva;Thaciano;Mickael da Silva;Bahia;Brazil;2;4
Thauan Lara dos Santos;Thauan;Lara dos Santos;Internacional;Brazil;0;0
Thiago Andrade;Thiago;Andrade;Atletico PR;Brazil;0;0
Thiago Dombroski Moreira;Thiago;Dombroski Moreira;Coritiba;Brazil;0;0
Thiago dos Santos;Thiago;dos Santos;Fluminense;Brazil;0;0
Thiago Galhardo;Thiago;Galhardo;Fortaleza;Brazil;3;0
Thiago Heleno;Thiago;Heleno;Atletico PR;Brazil;0;0
Thiago Maia;Thiago;Maia;Flamengo;Brazil;0;0
Thiago NicolAs Borbas Silva;Thiago;NicolAs Borbas Silva;Bragantino;Uruguay;6;1
Tiago Gomes dos Santos;Tiago;Gomes dos Santos;Bahia;Brazil;0;0
Tinga;Tinga;;Fortaleza;Brazil;1;0
Tiquinho Soares;Tiquinho;Soares;Botafogo;Brazil;13;2
Tobias Pereira Figueiredo;Tobias;Pereira Figueiredo;Fortaleza;Portugal;1;0
Tomas Esteban Cuello;Tomas;Esteban Cuello;Atletico PR;Argentina;0;2
Tomas Pochettino;Tomas;Pochettino;Fortaleza;Argentina;2;2
TomAs Rincon;TomAs;Rincon;Santos;Venezuela;0;0
Uendel Pereira Gonsalves;Uendel;Pereira Gonsalves;Cuiaba;Brazil;0;0
Uilson de Souza Paula Junior;Uilson;de Souza Paula Junior;Santos;Brazil;0;0
Vanderlan;Vanderlan;;Palmeiras;Brazil;0;1
Victor Cantillo;Victor;Cantillo;Corinthians;Colombia;0;0
Victor Hugo Gomes Silva;Victor;Hugo Gomes Silva;Flamengo;Brazil;1;2
Victor Hugo Soares dos Santos;Victor;Hugo Soares dos Santos;Bahia;Brazil;0;0
Victor Leandro Cuesta;Victor;Leandro Cuesta;Botafogo;Argentina;1;1
Victor Luis Chuab Zamblauskas;Victor;Luis Chuab Zamblauskas;Coritiba;Brazil;2;0
Victor Matheus dos Santos Gonsalves;Victor;Matheus dos Santos Gonsalves;Cuiaba;Brazil;0;0
Victor Yan Souza Santos;Victor;Yan Souza Santos;Cuiaba;Brazil;0;0
Viery Fernandes Santos Lopes;Viery;Fernandes Santos Lopes;Gremio;Brazil;0;0
Vinicius Alessandro Mingotti;Vinicius;Alessandro Mingotti;Bahia;Brazil;3;0
Vinicius Balieiro Lourenco de Carvalho;Vinicius;Balieiro Lourenco de Carvalho;Santos;Brazil;0;0
Vinicius Goes Barbosa de Souza;Vinicius;Goes Barbosa de Souza;Gremio;Brazil;0;0
Vinicius Kaue Ribeiro Ferreira;Vinicius;Kaue Ribeiro Ferreira;Atletico PR;Brazil;0;0
Vinicius Moreira de Lima;Vinicius;Moreira de Lima;Fluminense;Brazil;3;1
Vinicius Nelson de Souza Zanocelo;Vinicius;Nelson de Souza Zanocelo;Fortaleza;Brazil;0;0
Vinicius Rangel da Silva;Vinicius;Rangel da Silva;Internacional;Brazil;0;0
Vinicius Rodrigues Adelino dos Santos;Vinicius;Rodrigues Adelino dos Santos;Goias;Brazil;1;0
VinAecius Santos Silva;VinAecius;Santos Silva;Goias;Brazil;0;1
Vinicius Silvestre;Vinicius;Silvestre;Palmeiras;Brazil;0;0
Vinicius Teodoro Barreta Melo;Vinicius;Teodoro Barreta Melo;Cuiaba;Brazil;0;0
Vitao;Vitao;;Internacional;Brazil;0;0
Vitor Eudes;Vitor;Eudes;Fluminense;Brazil;0;0
Vitor Frezarin Bueno;Vitor;Frezarin Bueno;Atletico PR;Brazil;1;4
Vitor Hugo Franchescoli de Souza;Vitor;Hugo Franchescoli de Souza;Bahia;Brazil;1;0
Vitor Hugo Naum dos Santos;Vitor;Hugo Naum dos Santos;Bragantino;Brazil;1;2
Vitor Mendes Alves;Vitor;Mendes Alves;Fluminense;Brazil;0;0
Vitor Roque;Vitor;Roque;Atletico PR;Brazil;11;3
Vladimir Orlando Cardoso de Araujo Filho;Vladimir;Orlando Cardoso de Araujo Filho;Santos;Brazil;0;0
Wallison Nunes Silva;Wallison;Nunes Silva;Botafogo;Brazil;0;0
Wallisson Luiz Alves Maximo;Wallisson;Luiz Alves Maximo;Cruzeiro;Brazil;0;0
Walter Kannemann;Walter;Kannemann;Gremio;Argentina;0;1
Walter Leandro Capeloza Artune;Walter;Leandro Capeloza Artune;Cuiaba;Brazil;0;0
Wanderson;Wanderson;;Internacional;Brazil;3;1
Wanderson Santos Pereira;Wanderson;Santos Pereira;America Mineiro;Brazil;0;0
Welington Damascena Santos;Welington;Damascena Santos;Sao Paulo;Brazil;0;0
Wellington Alves da Silva;Wellington;Alves da Silva;Cuiaba;Brazil;0;1
Wellington Pereira do Nascimento;Wellington;Pereira do Nascimento;America Mineiro;Brazil;1;0
Wellington Soares da Silva;Wellington;Soares da Silva;Sao Paulo;Brazil;0;2
Wendell Silva Santos dos Santos;Wendell;Silva Santos dos Santos;Goias;Brazil;0;0
Werik Silva Pinto;Werik;Silva Pinto;Bragantino;Brazil;0;0
Wesley Da Costa Silva;Wesley;Da Costa Silva;Gremio;Brazil;0;0
Wesley Franco;Wesley;Franco;Flamengo;Brazil;1;1
Wesley Gassova Ribeiro Teixeira;Wesley;Gassova Ribeiro Teixeira;Corinthians;Brazil;1;0
Wesley Ribeiro Silva;Wesley;Ribeiro Silva;Cruzeiro;Brazil;4;1
Weslley Pinto Batista;Weslley;Pinto Batista;Santos;Brazil;0;0
Weverton Pereira da Silva;Weverton;Pereira da Silva;Palmeiras;Brazil;0;0
William de Asevedo Furtado;William;de Asevedo Furtado;Cruzeiro;Brazil;0;1
William de Oliveira Pottker;William;de Oliveira Pottker;Coritiba;Brazil;0;0
Willian Gomes de Siqueira;Willian;Gomes de Siqueira;Atletico PR;Brazil;2;0
Willian Osmar de Oliveira Silva;Willian;Osmar de Oliveira Silva;Goias;Brazil;0;0
Willian Roberto de Farias;Willian;Roberto de Farias;Coritiba;Brazil;0;0
Yago Felipe da Costa Rocha;Yago;Felipe da Costa Rocha;Bahia;Brazil;0;0
Yago Pikachu;Yago;Pikachu;Fortaleza;Brazil;3;1
Yani David Quintero Rivas;Yani;David Quintero Rivas;Bragantino;Colombia;0;0
Yeferson Julio Soteldo Martiez;Yeferson;Julio Soteldo Martiez;Santos;Venezuela;0;4
Yony GonzAlez;Yony;GonzAlez;Fluminense;Colombia;0;1
Young Navarro Moraes;Young;Navarro Moraes;Sao Paulo;Brazil;0;0
Ythallo Rykelm Rodrigues de Oliveira;Ythallo;Rykelm Rodrigues de Oliveira;Sao Paulo;Brazil;0;0
Yuri Alberto Monteiro da Silva;Yuri;Alberto Monteiro da Silva;Corinthians;Brazil;4;3
rivaldo;rivaldo;;Atletico PR;Brazil;0;0
Za Rafael;Za;Rafael;Palmeiras;Brazil;0;2
Aaron Cresswell;Aaron;Cresswell;West Ham United;England;0;0
Aaron Hickey;Aaron;Hickey;Brentford;Scotland;0;0
Aaron Ramsdale;Aaron;Ramsdale;Arsenal;England;0;0
Aaron W Bissaka;Aaron;W Bissaka;Manchester United;England;0;1
Abdoulaye Doucourt;Abdoulaye;Doucourt;Everton;Mali;1;0
Adam Davies;Adam;Davies;Sheffield United;Wales;0;0
Adam Lallana;Adam;Lallana;Brighton & Hove Albion;England;0;0
Adam Smith;Adam;Smith;AFC Bournemouth;England;0;0
Adam Webster;Adam;Webster;Brighton & Hove Albion;England;0;0
Adama Traort;Adama;Traort;Fulham;Spain;0;0
Alejandro Garnacho;Alejandro;Garnacho;Manchester United;Argentina;0;0
Aleksandar Mitrovic;Aleksandar;Mitrovic;Fulham;Serbia;0;0
Alex Iwobi;Alex;Iwobi;Everton;Nigeria;0;0
Alexander Isak;Alexander;Isak;Newcastle United;Sweden;2;0
Alexis Mac Allister;Alexis;Mac Allister;Liverpool;Argentina;0;0
Alisson Becker;Alisson;Becker;Liverpool;Brazil;0;0
Allan Campbell;Allan;Campbell;Luton Town;Scotland;0;0
Alphonse Areola;Alphonse;Areola;West Ham United;France;0;0
Altay Bayourr;Altay;Bayourr;Manchester United;Turkey;0;0
Alvaro Fernandez;Alvaro;Fernandez;Manchester United;Spain;0;0
Amadou Onana;Amadou;Onana;Everton;Belgium;0;0
Amari'i Bell;Amari'i;Bell;Luton Town;Jamaica;0;0
Ameen Al Dakhil;Ameen;Al Dakhil;Burnley;Belgium;0;0
Anass Zaroury;Anass;Zaroury;Burnley;Belgium;0;0
Andre Brooks;Andre;Brooks;Sheffield United;England;0;0
Andres Gomes;Andres;Gomes;Everton;Portugal;0;0
Andres Onana;Andres;Onana;Manchester United;Cameroon;0;0
Andreas Pereira;Andreas;Pereira;Fulham;Brazil;1;0
Andrew Lonergan;Andrew;Lonergan;Everton;England;0;0
Andrew Robertson;Andrew;Robertson;Liverpool;Scotland;0;0
Andrey Nascimento dos Santos;Andrey;Nascimento dos Santos;Chelsea;Brazil;0;0
Anel Ahmedhodzic;Anel;Ahmedhodzic;Sheffield United;Sweden;0;0
Angelo Ogbonna;Angelo;Ogbonna;West Ham United;Italy;0;0
Anis Ben Slimane;Anis;Ben Slimane;Sheffield United;Denmark;0;0
Anthony Elanga;Anthony;Elanga;Nottingham Forest;Sweden;1;1
Anthony Gordon;Anthony;Gordon;Newcastle United;England;1;1
Anthony Martial;Anthony;Martial;Manchester United;France;0;0
Antonee Robinson;Antonee;Robinson;Fulham;USA;0;0
Antony;Antony;;Manchester United;Brazil;0;0
Antwoine Hackford;Antwoine;Hackford;Sheffield United;England;0;0
Arijanet Muric;Arijanet;Muric;Burnley;Montenegro;0;0
Arnaut Danjuma;Arnaut;Danjuma;Everton;Netherlands;1;0
Ashley Young;Ashley;Young;Everton;England;0;0
Auston Trusty;Auston;Trusty;Sheffield United;USA;0;0
Axel Disasi;Axel;Disasi;Chelsea;France;1;0
Aymeric Laporte;Aymeric;Laporte;Manchester City;Spain;0;0
Bart Verbruggen;Bart;Verbruggen;Brighton & Hove Albion;Netherlands;0;0
Bashir Humphreys;Bashir;Humphreys;Chelsea;England;0;0
Ben Chilwell;Ben;Chilwell;Chelsea;England;0;1
Ben Davies;Ben;Davies;Tottenham Hotspur;Wales;0;0
Ben Doak;Ben;Doak;Liverpool;Scotland;0;0
Ben Godfrey;Ben;Godfrey;Everton;England;0;0
Ben Johnson;Ben;Johnson;West Ham United;England;0;0
Ben Mee;Ben;Mee;Brentford;England;0;0
Ben Osborn;Ben;Osborn;Sheffield United;England;0;0
Ben White;Ben;White;Arsenal;England;0;0
Benie Traore;Benie;Traore;Sheffield United;Ivory Coast;0;0
Bernardo Silva;Bernardo;Silva;Manchester City;Portugal;0;0
Bernd Leno;Bernd;Leno;Fulham;Germany;0;0
Bertrand Traore;Bertrand;Traore;Aston Villa;Burkina Faso;0;0
Beto;Beto;;Everton;Portugal;0;0
Billy Gilmour;Billy;Gilmour;Brighton & Hove Albion;Scotland;0;1
Bobby Reid;Bobby;Reid;Fulham;Jamaica;1;0
Boubacar Kamara;Boubacar;Kamara;Aston Villa;France;0;0
Boubacar Traore;Boubacar;Traore;Wolverhampton Wanderers;Mali;0;0
Brandon Aguilera;Brandon;Aguilera;Nottingham Forest;Costa Rica;0;0
Brandon Austin;Brandon;Austin;Tottenham Hotspur;USA;0;0
Brennan Johnson;Brennan;Johnson;Nottingham Forest;Wales;0;0
Bruno Fernandes;Bruno;Fernandes;Manchester United;Portugal;1;1
Bruno Guimares;Bruno;Guimares;Newcastle United;Brazil;0;0
Bryan Mbeumo;Bryan;Mbeumo;Brentford;Cameroon;4;0
Bukayo Saka;Bukayo;Saka;Arsenal;England;2;1
Callum Wilson;Callum;Wilson;Newcastle United;England;2;0
Calum Chambers;Calum;Chambers;Aston Villa;England;0;0
Calvin Ughelumba;Calvin;Ughelumba;Fulham;England;0;0
Cameron Archer;Cameron;Archer;Sheffield United;England;1;0
Caoimhin Kelleher;Caoimhin;Kelleher;Liverpool;Republic of Ireland;0;0
Carlos Vinicius;Carlos;Vinicius;Fulham;Brazil;0;0
Carlton Morris;Carlton;Morris;Luton Town;England;1;1
Carney Chukwuemeka;Carney;Chukwuemeka;Chelsea;England;1;0
Casemiro;Casemiro;;Manchester United;Brazil;1;0
Cauley Woodrow;Cauley;Woodrow;Luton Town;England;0;0
Cheick Doucoure;Cheick;Doucoure;Crystal Palace;Mali;0;0
Cheikhou Kouyate;Cheikhou;Kouyate;Nottingham Forest;Senegal;0;0
Chiedozie Ogbene;Chiedozie;Ogbene;Luton Town;Republic of Ireland;0;0
Chimuanya Ugochukwu;Chimuanya;Ugochukwu;Chelsea;France;0;0
Chris Basham;Chris;Basham;Sheffield United;England;0;0
Chris Mepham;Chris;Mepham;AFC Bournemouth;Wales;0;0
Chris Richards;Chris;Richards;Crystal Palace;USA;0;0
Chris Wood;Chris;Wood;Nottingham Forest;New Zealand;1;0
Christian Eriksen;Christian;Eriksen;Manchester United;Denmark;1;1
Christian Nargaard;Christian;Nargaard;Brentford;Denmark;0;1
Clement Lenglet;Clement;Lenglet;Aston Villa;France;0;0
Cody Gakpo;Cody;Gakpo;Liverpool;Netherlands;0;0
Cole Palmer;Cole;Palmer;Chelsea;England;0;0
Connor Roberts;Connor;Roberts;Burnley;Wales;0;0
Conor Coventry;Conor;Coventry;West Ham United;Republic of Ireland;0;0
Conor Gallagher;Conor;Gallagher;Chelsea;England;0;0
Craig Dawson;Craig;Dawson;Wolverhampton Wanderers;England;0;0
Cristian Romero;Cristian;Romero;Tottenham Hotspur;Argentina;2;0
Curtis Jones;Curtis;Jones;Liverpool;England;0;0
Dan Burn;Dan;Burn;Newcastle United;England;0;0
Daniel Bentley;Daniel;Bentley;Wolverhampton Wanderers;England;0;0
Daniel Kavanagh;Daniel;Kavanagh;Manchester United;England;0;0
Danilo Oliveira;Danilo;Oliveira;Nottingham Forest;Brazil;0;0
Danny Ings;Danny;Ings;West Ham United;England;0;0
Danny Welbeck;Danny;Welbeck;Brighton & Hove Albion;England;0;0
Dara O'Shea;Dara;O'Shea;Burnley;Republic of Ireland;0;0
Darwin Nueez;Darwin;Nueez;Liverpool;Uruguay;2;1
David Brooks;David;Brooks;AFC Bournemouth;England;1;0
David Raya;David;Raya;Arsenal;Spain;0;0
Davinson SAnchez;Davinson;SAnchez;Tottenham Hotspur;Colombia;0;0
Dean Henderson;Dean;Henderson;Crystal Palace;England;0;0
Declan Rice;Declan;Rice;Arsenal;England;1;0
Deivid Washington de Souza Eugenio;Deivid;Washington de Souza Eugenio;Chelsea;Brazil;0;0
Dejan Kulusevski;Dejan;Kulusevski;Tottenham Hotspur;Sweden;1;0
Destiny Udogie;Destiny;Udogie;Tottenham Hotspur;Italy;0;2
Diego Carlos;Diego;Carlos;Aston Villa;Brazil;0;0
Diego Manuel Jadon da Silva Moreira;Diego;Manuel Jadon da Silva Moreira;Chelsea;Portugal;0;0
Diogo Dalot;Diogo;Dalot;Manchester United;Portugal;0;0
Diogo Jota;Diogo;Jota;Liverpool;Portugal;1;0
Divin Mubama;Divin;Mubama;West Ham United;England;0;0
Dominic Calvert-Lewin;Dominic;Calvert-Lewin;Everton;England;0;0
Dominic Solanke;Dominic;Solanke;AFC Bournemouth;England;2;1
Dominik Szoboszlai;Dominik;Szoboszlai;Liverpool;Hungary;1;0
Douglas Luiz;Douglas;Luiz;Aston Villa;Brazil;1;0
Dwight McNeil;Dwight;McNeil;Everton;England;0;0
Eberechi Eze;Eberechi;Eze;Crystal Palace;England;1;0
Ederson;Ederson;;Manchester City;Brazil;0;0
Edson Aelvarez;Edson;Aelvarez;West Ham United;Mexico;0;0
Edward Nketiah;Edward;Nketiah;Arsenal;England;2;0
Elijah Adebayo;Elijah;Adebayo;Luton Town;England;0;0
Ellery Balcombe;Ellery;Balcombe;Brentford;England;0;0
Elliot Anderson;Elliot;Anderson;Newcastle United;Scotland;0;0
Emerson Palmieri;Emerson;Palmieri;West Ham United;Italy;0;0
Emerson Royal;Emerson;Royal;Tottenham Hotspur;Brazil;1;0
Emile Smith Rowe;Emile;Smith Rowe;Arsenal;England;0;0
Emiliano Martiez;Emiliano;Martiez;Aston Villa;Argentina;0;0
Enzo FernAndez;Enzo;FernAndez;Chelsea;Argentina;0;0
Erling Haaland;Erling;Haaland;Manchester City;Norway;6;1
Ethan Brierley;Ethan;Brierley;Brentford;England;0;0
Ethan Horvath;Ethan;Horvath;Nottingham Forest;USA;0;0
Ethan Pinnock;Ethan;Pinnock;Brentford;Jamaica;0;0
Eui-Jo Hwang;Eui-Jo;Hwang;Nottingham Forest;South Korea;0;0
Evan Ferguson;Evan;Ferguson;Brighton & Hove Albion;Republic of Ireland;4;0
Ezri Konsa;Ezri;Konsa;Aston Villa;England;0;0
Fabian SchAer;Fabian;SchAer;Newcastle United;Switzerland;0;0
FAbio Daniel Soares Silva;FAbio;Daniel Soares Silva;Wolverhampton Wanderers;Portugal;0;0
FAbio Vieira;FAbio;Vieira;Arsenal;Portugal;0;2
Facundo Buonanotte;Facundo;Buonanotte;Brighton & Hove Albion;Argentina;0;0
Facundo Pellistri;Facundo;Pellistri;Manchester United;Uruguay;0;0
Felipe Augusto;Felipe;Augusto;Nottingham Forest;Brazil;0;0
Femi Seriki;Femi;Seriki;Sheffield United;England;0;0
Frank Onyeka;Frank;Onyeka;Brentford;Nigeria;0;0
Fraser Forster;Fraser;Forster;Tottenham Hotspur;England;0;0
Gabriel Jesus;Gabriel;Jesus;Arsenal;Brazil;1;0
Gabriel MagalhAees;Gabriel;MagalhAees;Arsenal;Brazil;0;0
Gabriel Martinelli;Gabriel;Martinelli;Arsenal;Brazil;0;2
Gavin Kilkenny;Gavin;Kilkenny;AFC Bournemouth;Republic of Ireland;0;0
George Baldock;George;Baldock;Sheffield United;England;0;0
Giovani Lo Celso;Giovani;Lo Celso;Tottenham Hotspur;Argentina;0;0
Gonzalo Montiel;Gonzalo;Montiel;Nottingham Forest;Argentina;0;0
Guglielmo Vicario;Guglielmo;Vicario;Tottenham Hotspur;Italy;0;0
Gustavo Hamer;Gustavo;Hamer;Sheffield United;Netherlands;1;0
Hamed Traore;Hamed;Traore;AFC Bournemouth;Ivory Coast;0;0
Hannes Delcroix;Hannes;Delcroix;Burnley;Belgium;0;0
Hannibal Mejbri;Hannibal;Mejbri;Manchester United;France;0;0
Harrison Reed;Harrison;Reed;Fulham;England;0;1
Harry Maguire;Harry;Maguire;Manchester United;England;0;0
Harry Toffolo;Harry;Toffolo;Nottingham Forest;England;0;0
Harry Wilson;Harry;Wilson;Fulham;Wales;0;0
Harvey Barnes;Harvey;Barnes;Newcastle United;England;1;1
Harvey Elliott;Harvey;Elliott;Liverpool;England;0;0
Hee-Chan Hwang;Hee-Chan;Hwang;Wolverhampton Wanderers;South Korea;2;0
Heung-Min Son;Heung-Min;Son;Tottenham Hotspur;South Korea;3;0
Hjalmar Ekdal;Hjalmar;Ekdal;Burnley;Sweden;0;0
Hugo Bueno;Hugo;Bueno;Wolverhampton Wanderers;Spain;0;0
ian Maatsen;ian;Maatsen;Chelsea;Netherlands;0;0
Ibrahima Konate;Ibrahima;Konate;Liverpool;France;0;0
Idrissa Gueye;Idrissa;Gueye;Everton;Senegal;0;0
Igor Julio;Igor;Julio;Brighton & Hove Albion;Brazil;0;0
Illia Zabarnyi;Illia;Zabarnyi;AFC Bournemouth;Ukraine;0;0
Ionue Andrei Radu;Ionue;Andrei Radu;AFC Bournemouth;Romania;0;0
Ismaila Cheick Coulibaly;Ismaila;Cheick Coulibaly;Sheffield United;Mali;0;0
Issa Diop;Issa;Diop;Fulham;France;0;0
Issa Kabore;Issa;Kabore;Luton Town;Burkina Faso;0;0
Ivan Pericic;Ivan;Pericic;Tottenham Hotspur;Croatia;0;0
Jack Cork;Jack;Cork;Burnley;England;0;0
Jack Grealish;Jack;Grealish;Manchester City;England;0;1
Jack Robinson;Jack;Robinson;Sheffield United;England;0;0
Jacob Brown;Jacob;Brown;Luton Town;England;0;0
Jacob Bruun Larsen;Jacob;Bruun Larsen;Burnley;Denmark;0;0
Jacob Murphy;Jacob;Murphy;Newcastle United;England;0;1
Jadon Sancho;Jadon;Sancho;Manchester United;England;0;0
Jaidon Anthony;Jaidon;Anthony;AFC Bournemouth;England;0;0
Jairo Riedewald;Jairo;Riedewald;Crystal Palace;Netherlands;0;0
Jakub Kiwior;Jakub;Kiwior;Arsenal;Poland;0;0
Jamaal Lascelles;Jamaal;Lascelles;Newcastle United;England;0;0
James Garner;James;Garner;Everton;England;0;0
James Hill;James;Hill;AFC Bournemouth;England;0;0
James Maddison;James;Maddison;Tottenham Hotspur;England;2;2
James McConnell;James;McConnell;Liverpool;England;0;0
James Milner;James;Milner;Brighton & Hove Albion;England;0;0
James Shea;James;Shea;Luton Town;England;0;0
James Tarkowski;James;Tarkowski;Everton;England;0;0
James Tomkins;James;Tomkins;Crystal Palace;England;0;0
James Trafford;James;Trafford;Burnley;England;0;0
James Ward-Prowse;James;Ward-Prowse;West Ham United;England;1;3
Jan Paul van Hecke;Jan;Paul van Hecke;Brighton & Hove Albion;Netherlands;0;0
Jarell Quansah;Jarell;Quansah;Liverpool;England;0;0
Jarrad Branthwaite;Jarrad;Branthwaite;Everton;England;0;0
Jarrod Bowen;Jarrod;Bowen;West Ham United;England;3;1
Jason Steele;Jason;Steele;Brighton & Hove Albion;England;0;0
Jay Rodriguez;Jay;Rodriguez;Burnley;England;0;0
Jay Stansfield;Jay;Stansfield;Fulham;England;0;0
Jayden Bogle;Jayden;Bogle;Sheffield United;England;1;0
Jean-Philippe Mateta;Jean-Philippe;Mateta;Crystal Palace;France;0;2
Jefferson Lerma;Jefferson;Lerma;Crystal Palace;Colombia;0;0
Jeffrey Schlupp;Jeffrey;Schlupp;Crystal Palace;Ghana;0;0
Jeremy Doku;Jeremy;Doku;Manchester City;Belgium;0;0
Jhon DurAn;Jhon;DurAn;Aston Villa;Colombia;1;0
Joachim Andersen;Joachim;Andersen;Crystal Palace;Denmark;1;0
Joao Gomes;Joao;Gomes;Wolverhampton Wanderers;Brazil;0;0
Joao Palhinha;Joao;Palhinha;Fulham;Portugal;1;0
Joao Pedro Junqueira de Jesus;Joao;Pedro Junqueira de Jesus;Brighton & Hove Albion;Brazil;1;0
Joao Virgiia;Joao;Virgiia;Everton;Portugal;0;0
Joe Gomez;Joe;Gomez;Liverpool;England;0;0
Joe Hodge;Joe;Hodge;Wolverhampton Wanderers;Republic of Ireland;0;0
Joe Rothwell;Joe;Rothwell;AFC Bournemouth;England;0;0
Joe Worrall;Joe;Worrall;Nottingham Forest;England;0;0
Joel Matip;Joel;Matip;Liverpool;Cameroon;0;0
Joel Veltman;Joel;Veltman;Brighton & Hove Albion;Netherlands;0;1
Joel Ward;Joel;Ward;Crystal Palace;England;0;0
Joelinton;Joelinton;;Newcastle United;Brazil;0;0
Johann Berg Gumundsson;Johann;Berg Gumundsson;Burnley;Iceland;0;1
John Egan;John;Egan;Sheffield United;Republic of Ireland;0;0
John McGinn;John;McGinn;Aston Villa;Scotland;1;0
John-Kymani Gordon;John-Kymani;Gordon;Crystal Palace;England;0;0
Jonny;Jonny;;Wolverhampton Wanderers;Spain;0;0
Jonny Evans;Jonny;Evans;Manchester United;Northern Ireland;0;0
Jordan Ayew;Jordan;Ayew;Crystal Palace;Ghana;0;2
Jordan Beyer;Jordan;Beyer;Burnley;Germany;0;0
Jordan Pickford;Jordan;Pickford;Everton;England;0;0
Jorginho;Jorginho;;Arsenal;Italy;0;0
Jose SA;Jose;SA;Wolverhampton Wanderers;Portugal;0;0
Josh Brownhill;Josh;Brownhill;Burnley;England;1;0
Josh Cullen;Josh;Cullen;Burnley;Republic of Ireland;0;1
Josh Dasilva;Josh;Dasilva;Brentford;England;0;0
Joiko Gvardiol;Joiko;Gvardiol;Manchester City;Croatia;0;0
JuliAn Aelvarez;JuliAn;Aelvarez;Manchester City;Argentina;2;1
Julio Enciso;Julio;Enciso;Brighton & Hove Albion;Paraguay;0;2
Jurrin Timber;Jurrin;Timber;Arsenal;Netherlands;0;0
Justin Kluivert;Justin;Kluivert;AFC Bournemouth;Netherlands;0;0
Kai Havertz;Kai;Havertz;Arsenal;Germany;0;0
Kalvin Phillips;Kalvin;Phillips;Manchester City;England;0;0
Kaoru Mitoma;Kaoru;Mitoma;Brighton & Hove Albion;Japan;1;3
Karl Hein;Karl;Hein;Arsenal;Estonia;0;0
Keane Lewis-Potter;Keane;Lewis-Potter;Brentford;England;0;0
Kenny Tete;Kenny;Tete;Fulham;Netherlands;0;0
Kevin De Bruyne;Kevin;De Bruyne;Manchester City;Belgium;0;0
Kevin Mbabu;Kevin;Mbabu;Fulham;Switzerland;0;0
Kevin Schade;Kevin;Schade;Brentford;Germany;1;0
Kieffer Moore;Kieffer;Moore;AFC Bournemouth;Wales;0;0
Kieran Trippier;Kieran;Trippier;Newcastle United;England;0;0
Konstantinos Tsimikas;Konstantinos;Tsimikas;Liverpool;Greece;0;0
Kristoffer Ajer;Kristoffer;Ajer;Brentford;Norway;0;1
Kurt Zouma;Kurt;Zouma;West Ham United;France;1;0
Kyle Walker;Kyle;Walker;Manchester City;England;0;0
Leander Dendoncker;Leander;Dendoncker;Aston Villa;Belgium;0;0
Leandro Trossard;Leandro;Trossard;Arsenal;Belgium;0;0
Leon Bailey;Leon;Bailey;Aston Villa;Jamaica;1;1
Levi Colwill;Levi;Colwill;Chelsea;England;0;0
Lewis Cook;Lewis;Cook;AFC Bournemouth;England;0;0
Lewis Dunk;Lewis;Dunk;Brighton & Hove Albion;England;0;0
Lewis Hall;Lewis;Hall;Newcastle United;England;0;0
